CROSS-SPECTRA B (Imaginary) 
Channal Frequency 
0 -> 512hz
1 -> 03khz
2 -> 10khz
3 -> 24khz
4 -> 33khz
HEX
(Bi01)	(Br02)	(Br03)	(Br04)	(Br12)	(Br13)	(Br14)	(Br23)	(Br24)	(B34)
2998	1240	943	3099	1143	832	3046	1097	1264	975
3002	1168	948	3104	1073	838	3050	1008	1191	980
3008	1136	954	3111	1041	842	3056	978	1160	986
3014	1120	960	3117	1024	849	3061	960	1144	992
3019	1110	965	3123	1013	852	3067	951	1133	997
3024	1102	971	3129	1005	858	3072	942	1125	1003
3030	1096	977	3135	998	862	3077	935	1119	1008
3035	1092	982	3141	993	867	3082	930	1115	1014
3040	1089	988	3148	988	872	3087	926	1111	1019
3046	1086	994	3154	984	876	3093	922	1109	1025
3051	1085	1000	3161	981	880	3098	920	1107	1030
3060	1083	1009	3172	977	887	3106	917	1105	1039
3072	1083	1023	3188	972	896	3118	913	1104	1052
3086	1086	1038	3207	969	906	3131	911	1106	1066
3103	1092	1056	3230	967	915	3145	911	1110	1083
3123	1102	1079	3260	965	926	3163	911	1117	1103
3155	1123	1113	3307	964	937	3186	913	1130	1129
3116	1103	1067	1294	963	950	3224	916	1158	1170
1169	3217	3231	1389	963	964	3257	921	1186	1204
1113	3150	3183	3344	963	981	1194	928	3207	3248
1091	3113	3180	3265	965	1020	1155	951	3153	3227
3053	1084	1002	3164	980	882	3100	919	1106	1032
3063	1083	1012	3176	976	889	3109	916	1104	1042
3067	1083	1017	3182	974	893	3113	914	1104	1047
3075	1083	1025	3191	971	897	3120	913	1104	1054
3079	1084	1030	3197	971	901	3124	912	1104	1059
3084	1085	1036	3204	969	904	3129	912	1105	1064
3087	1086	1039	3208	969	906	3131	911	1106	1067
1088	3108	3178	3252	965	1021	1150	951	3146	3225
3032	1073	980	3140	971	862	3079	909	1096	1011
1096	3132	3167	3314	950	969	1172	916	3183	3227
2825	2971	748	2924	2878	2629	2873	2857	2995	799
2853	2990	769	2944	2884	2697	2893	2874	3014	819
2857	3005	808	2957	2915	709	2905	2827	3028	835
2871	3016	817	2967	2922	711	2916	2846	3038	845
2874	3023	812	2977	2933	682	2925	2892	3047	853
2883	3030	815	2984	2939	661	2932	2906	3054	859
2885	3037	831	2989	2950	725	2938	2894	3060	866
2889	3043	841	2995	2957	746	2943	2880	3066	873
2898	3047	849	3000	2958	752	2949	2868	3071	878
2906	3052	856	3004	2958	757	2953	2849	3076	883
2909	3057	851	3009	2965	737	2957	2910	3080	886
2910	3061	851	3012	2971	733	2961	2925	3084	889
2916	3064	857	3016	2972	740	2964	2921	3088	893
2917	3068	862	3019	2978	755	2967	2918	3091	896
2923	3071	869	3022	2978	765	2971	2902	3095	900
2927	3074	872	3025	2980	763	2974	2910	3098	902
2927	3077	872	3028	2985	764	2976	2921	3101	905
2930	3080	874	3030	2987	764	2979	2926	3104	907
2933	3084	877	3034	2993	768	2982	2932	3108	911
2937	3089	881	3038	2998	770	2986	2939	3113	915
2942	3094	884	3042	3001	769	2990	2947	3118	919
2946	3099	888	3046	3006	771	2994	2953	3123	923
2949	3104	894	3049	3011	784	2998	2949	3127	926
2952	3108	896	3053	3016	785	3001	2957	3132	930
2956	3113	898	3056	3020	782	3004	2966	3136	933
2958	3117	903	3059	3025	793	3007	2964	3141	936
2961	3121	907	3062	3029	801	3010	2961	3145	939
2964	3126	909	3064	3033	801	3012	2969	3150	941
2967	3133	911	3068	3040	800	3016	2982	3156	945
2972	3142	917	3073	3049	807	3020	2986	3166	949
2976	3153	921	3077	3060	813	3025	2996	3176	954
2980	3165	924	3081	3072	813	3029	3013	3188	958
2984	3179	930	3085	3085	820	3032	3021	3202	962
2988	3197	933	3089	3104	824	3036	3040	3221	965
2991	3226	937	3092	3132	827	3039	3069	3249	969
2994	3263	940	3096	3174	831	3043	1030	3287	972
2998	1240	943	3099	1143	832	3046	1097	1264	975
3002	1168	948	3104	1073	838	3050	1008	1191	980
3008	1136	954	3111	1041	842	3056	978	1160	986
3014	1120	960	3117	1024	849	3061	960	1144	992
3019	1110	965	3123	1013	852	3067	951	1133	997
3024	1102	971	3129	1005	858	3072	942	1125	1003
3030	1096	977	3135	998	862	3077	935	1119	1008
3035	1092	982	3141	993	867	3082	930	1115	1014
3040	1089	988	3148	988	872	3087	926	1111	1019
3046	1086	994	3154	984	876	3093	922	1109	1025
3051	1085	1000	3161	981	880	3098	920	1107	1030
3060	1083	1009	3172	977	887	3106	917	1105	1039
3072	1083	1023	3188	972	896	3118	913	1104	1052
3086	1086	1038	3207	969	906	3131	911	1106	1066
3103	1092	1056	3230	967	915	3145	911	1110	1083
3123	1102	1079	3260	965	926	3163	911	1117	1103
3155	1123	1113	3307	964	937	3186	913	1130	1129
3116	1103	1067	1294	963	950	3224	916	1158	1170
1169	3217	3231	1389	963	964	3257	921	1186	1204
1113	3150	3183	3344	963	981	1194	928	3207	3248
1091	3113	3180	3265	965	1020	1155	951	3153	3227
3053	1084	1002	3164	980	882	3100	919	1106	1032
3063	1083	1012	3176	976	889	3109	916	1104	1042
3067	1083	1017	3182	974	893	3113	914	1104	1047
3075	1083	1025	3191	971	897	3120	913	1104	1054
3079	1084	1030	3197	971	901	3124	912	1104	1059
3084	1085	1036	3204	969	904	3129	912	1105	1064
3087	1086	1039	3208	969	906	3131	911	1106	1067
1088	3108	3178	3252	965	1021	1150	951	3146	3225
3032	1073	980	3140	971	862	3079	909	1096	1011
1096	3132	3167	3314	950	969	1172	916	3183	3227
2825	2971	748	2924	2878	2629	2873	2857	2995	799
2853	2990	769	2944	2884	2697	2893	2874	3014	819
2857	3005	808	2957	2915	709	2905	2827	3028	835
2871	3016	817	2967	2922	711	2916	2846	3038	845
2874	3023	812	2977	2933	682	2925	2892	3047	853
2883	3030	815	2984	2939	661	2932	2906	3054	859
2885	3037	831	2989	2950	725	2938	2894	3060	866
2889	3043	841	2995	2957	746	2943	2880	3066	873
2898	3047	849	3000	2958	752	2949	2868	3071	878
2906	3052	856	3004	2958	757	2953	2849	3076	883
2909	3057	851	3009	2965	737	2957	2910	3080	886
2910	3061	851	3012	2971	733	2961	2925	3084	889
2916	3064	857	3016	2972	740	2964	2921	3088	893
2917	3068	862	3019	2978	755	2967	2918	3091	896
2923	3071	869	3022	2978	765	2971	2902	3095	900
2927	3074	872	3025	2980	763	2974	2910	3098	902
2927	3077	872	3028	2985	764	2976	2921	3101	905
2930	3080	874	3030	2987	764	2979	2926	3104	907
2933	3084	877	3034	2993	768	2982	2932	3108	911
2937	3089	881	3038	2998	770	2986	2939	3113	915
2942	3094	884	3042	3001	769	2990	2947	3118	919
2946	3099	888	3046	3006	771	2994	2953	3123	923
2949	3104	894	3049	3011	784	2998	2949	3127	926
2952	3108	896	3053	3016	785	3001	2957	3132	930
2956	3113	898	3056	3020	782	3004	2966	3136	933
2958	3117	903	3059	3025	793	3007	2964	3141	936
2961	3121	907	3062	3029	801	3010	2961	3145	939
2964	3126	909	3064	3033	801	3012	2969	3150	941
2967	3133	911	3068	3040	800	3016	2982	3156	945
2972	3142	917	3073	3049	807	3020	2986	3166	949
2976	3153	921	3077	3060	813	3025	2996	3176	954
2980	3165	924	3081	3072	813	3029	3013	3188	958
2984	3179	930	3085	3085	820	3032	3021	3202	962
2988	3197	933	3089	3104	824	3036	3040	3221	965
2991	3226	937	3092	3132	827	3039	3069	3249	969
2994	3263	940	3096	3174	831	3043	1030	3287	972
2998	1240	943	3099	1143	832	3046	1097	1264	975
3002	1168	948	3104	1073	838	3050	1008	1191	980
3008	1136	954	3111	1041	842	3056	978	1160	986
3014	1120	960	3117	1024	849	3061	960	1144	992
3019	1110	965	3123	1013	852	3067	951	1133	997
3024	1102	971	3129	1005	858	3072	942	1125	1003
3030	1096	977	3135	998	862	3077	935	1119	1008
3035	1092	982	3141	993	867	3082	930	1115	1014
3040	1089	988	3148	988	872	3087	926	1111	1019
3046	1086	994	3154	984	876	3093	922	1109	1025
3051	1085	1000	3161	981	880	3098	920	1107	1030
3060	1083	1009	3172	977	887	3106	917	1105	1039
3072	1083	1023	3188	972	896	3118	913	1104	1052
3086	1086	1038	3207	969	906	3131	911	1106	1066
3103	1092	1056	3230	967	915	3145	911	1110	1083
3123	1102	1079	3260	965	926	3163	911	1117	1103
3155	1123	1113	3307	964	937	3186	913	1130	1129
3116	1103	1067	1294	963	950	3224	916	1158	1170
1169	3217	3231	1389	963	964	3257	921	1186	1204
1113	3150	3183	3344	963	981	1194	928	3207	3248
1091	3113	3180	3265	965	1020	1155	951	3153	3227
3053	1084	1002	3164	980	882	3100	919	1106	1032
3063	1083	1012	3176	976	889	3109	916	1104	1042
3067	1083	1017	3182	974	893	3113	914	1104	1047
3075	1083	1025	3191	971	897	3120	913	1104	1054
3079	1084	1030	3197	971	901	3124	912	1104	1059
3084	1085	1036	3204	969	904	3129	912	1105	1064
3087	1086	1039	3208	969	906	3131	911	1106	1067
1088	3108	3178	3252	965	1021	1150	951	3146	3225
3032	1073	980	3140	971	862	3079	909	1096	1011
1096	3132	3167	3314	950	969	1172	916	3183	3227
2825	2971	748	2924	2878	2629	2873	2857	2995	799
2853	2990	769	2944	2884	2697	2893	2874	3014	819
2857	3005	808	2957	2915	709	2905	2827	3028	835
2871	3016	817	2967	2922	711	2916	2846	3038	845
2874	3023	812	2977	2933	682	2925	2892	3047	853
2883	3030	815	2984	2939	661	2932	2906	3054	859
2885	3037	831	2989	2950	725	2938	2894	3060	866
2889	3043	841	2995	2957	746	2943	2880	3066	873
2898	3047	849	3000	2958	752	2949	2868	3071	878
2906	3052	856	3004	2958	757	2953	2849	3076	883
2909	3057	851	3009	2965	737	2957	2910	3080	886
2910	3061	851	3012	2971	733	2961	2925	3084	889
2916	3064	857	3016	2972	740	2964	2921	3088	893
2917	3068	862	3019	2978	755	2967	2918	3091	896
2923	3071	869	3022	2978	765	2971	2902	3095	900
2927	3074	872	3025	2980	763	2974	2910	3098	902
2927	3077	872	3028	2985	764	2976	2921	3101	905
2930	3080	874	3030	2987	764	2979	2926	3104	907
2933	3084	877	3034	2993	768	2982	2932	3108	911
2937	3089	881	3038	2998	770	2986	2939	3113	915
2942	3094	884	3042	3001	769	2990	2947	3118	919
2946	3099	888	3046	3006	771	2994	2953	3123	923
2949	3104	894	3049	3011	784	2998	2949	3127	926
2952	3108	896	3053	3016	785	3001	2957	3132	930
2956	3113	898	3056	3020	782	3004	2966	3136	933
2958	3117	903	3059	3025	793	3007	2964	3141	936
2961	3121	907	3062	3029	801	3010	2961	3145	939
2964	3126	909	3064	3033	801	3012	2969	3150	941
2967	3133	911	3068	3040	800	3016	2982	3156	945
2972	3142	917	3073	3049	807	3020	2986	3166	949
2976	3153	921	3077	3060	813	3025	2996	3176	954
2980	3165	924	3081	3072	813	3029	3013	3188	958
2984	3179	930	3085	3085	820	3032	3021	3202	962
2988	3197	933	3089	3104	824	3036	3040	3221	965
2991	3226	937	3092	3132	827	3039	3069	3249	969
2994	3263	940	3096	3174	831	3043	1030	3287	972
2998	1240	943	3099	1143	832	3046	1097	1264	975
3002	1168	948	3104	1073	838	3050	1008	1191	980
3008	1136	954	3111	1041	842	3056	978	1160	986
3014	1120	960	3117	1024	849	3061	960	1144	992
3019	1110	965	3123	1013	852	3067	951	1133	997
3024	1102	971	3129	1005	858	3072	942	1125	1003
3030	1096	977	3135	998	862	3077	935	1119	1008
3035	1092	982	3141	993	867	3082	930	1115	1014
3040	1089	988	3148	988	872	3087	926	1111	1019
3046	1086	994	3154	984	876	3093	922	1109	1025
3051	1085	1000	3161	981	880	3098	920	1107	1030
3060	1083	1009	3172	977	887	3106	917	1105	1039
3072	1083	1023	3188	972	896	3118	913	1104	1052
3086	1086	1038	3207	969	906	3131	911	1106	1066
3103	1092	1056	3230	967	915	3145	911	1110	1083
3123	1102	1079	3260	965	926	3163	911	1117	1103
3155	1123	1113	3307	964	937	3186	913	1130	1129
3116	1103	1067	1294	963	950	3224	916	1158	1170
1169	3217	3231	1389	963	964	3257	921	1186	1204
1113	3150	3183	3344	963	981	1194	928	3207	3248
1091	3113	3180	3265	965	1020	1155	951	3153	3227
3053	1084	1002	3164	980	882	3100	919	1106	1032
3063	1083	1012	3176	976	889	3109	916	1104	1042
3067	1083	1017	3182	974	893	3113	914	1104	1047
3075	1083	1025	3191	971	897	3120	913	1104	1054
3079	1084	1030	3197	971	901	3124	912	1104	1059
3084	1085	1036	3204	969	904	3129	912	1105	1064
3087	1086	1039	3208	969	906	3131	911	1106	1067
1088	3108	3178	3252	965	1021	1150	951	3146	3225
3032	1073	980	3140	971	862	3079	909	1096	1011
1096	3132	3167	3314	950	969	1172	916	3183	3227
2825	2971	748	2924	2878	2629	2873	2857	2995	799
2853	2990	769	2944	2884	2697	2893	2874	3014	819
2857	3005	808	2957	2915	709	2905	2827	3028	835
2871	3016	817	2967	2922	711	2916	2846	3038	845
2874	3023	812	2977	2933	682	2925	2892	3047	853
2883	3030	815	2984	2939	661	2932	2906	3054	859
2885	3037	831	2989	2950	725	2938	2894	3060	866
2889	3043	841	2995	2957	746	2943	2880	3066	873
2898	3047	849	3000	2958	752	2949	2868	3071	878
2906	3052	856	3004	2958	757	2953	2849	3076	883
2909	3057	851	3009	2965	737	2957	2910	3080	886
2910	3061	851	3012	2971	733	2961	2925	3084	889
2916	3064	857	3016	2972	740	2964	2921	3088	893
2917	3068	862	3019	2978	755	2967	2918	3091	896
2923	3071	869	3022	2978	765	2971	2902	3095	900
2927	3074	872	3025	2980	763	2974	2910	3098	902
2927	3077	872	3028	2985	764	2976	2921	3101	905
2930	3080	874	3030	2987	764	2979	2926	3104	907
2933	3084	877	3034	2993	768	2982	2932	3108	911
2937	3089	881	3038	2998	770	2986	2939	3113	915
2942	3094	884	3042	3001	769	2990	2947	3118	919
2946	3099	888	3046	3006	771	2994	2953	3123	923
2949	3104	894	3049	3011	784	2998	2949	3127	926
2952	3108	896	3053	3016	785	3001	2957	3132	930
2956	3113	898	3056	3020	782	3004	2966	3136	933
2958	3117	903	3059	3025	793	3007	2964	3141	936
2961	3121	907	3062	3029	801	3010	2961	3145	939
2964	3126	909	3064	3033	801	3012	2969	3150	941
2967	3133	911	3068	3040	800	3016	2982	3156	945
2972	3142	917	3073	3049	807	3020	2986	3166	949
2976	3153	921	3077	3060	813	3025	2996	3176	954
2980	3165	924	3081	3072	813	3029	3013	3188	958
2984	3179	930	3085	3085	820	3032	3021	3202	962
2988	3197	933	3089	3104	824	3036	3040	3221	965
2991	3226	937	3092	3132	827	3039	3069	3249	969
2994	3263	940	3096	3174	831	3043	1030	3287	972
2998	1240	943	3099	1143	832	3046	1097	1264	975
3002	1168	948	3104	1073	838	3050	1008	1191	980
3008	1136	954	3111	1041	842	3056	978	1160	986
3014	1120	960	3117	1024	849	3061	960	1144	992
3019	1110	965	3123	1013	852	3067	951	1133	997
3024	1102	971	3129	1005	858	3072	942	1125	1003
3030	1096	977	3135	998	862	3077	935	1119	1008
3035	1092	982	3141	993	867	3082	930	1115	1014
3040	1089	988	3148	988	872	3087	926	1111	1019
3046	1086	994	3154	984	876	3093	922	1109	1025
3051	1085	1000	3161	981	880	3098	920	1107	1030
3060	1083	1009	3172	977	887	3106	917	1105	1039
3072	1083	1023	3188	972	896	3118	913	1104	1052
3086	1086	1038	3207	969	906	3131	911	1106	1066
3103	1092	1056	3230	967	915	3145	911	1110	1083
3123	1102	1079	3260	965	926	3163	911	1117	1103
3155	1123	1113	3307	964	937	3186	913	1130	1129
3116	1103	1067	1294	963	950	3224	916	1158	1170
1169	3217	3231	1389	963	964	3257	921	1186	1204
1113	3150	3183	3344	963	981	1194	928	3207	3248
1091	3113	3180	3265	965	1020	1155	951	3153	3227
3053	1084	1002	3164	980	882	3100	919	1106	1032
3063	1083	1012	3176	976	889	3109	916	1104	1042
3067	1083	1017	3182	974	893	3113	914	1104	1047
3075	1083	1025	3191	971	897	3120	913	1104	1054
3079	1084	1030	3197	971	901	3124	912	1104	1059
3084	1085	1036	3204	969	904	3129	912	1105	1064
3087	1086	1039	3208	969	906	3131	911	1106	1067
1088	3108	3178	3252	965	1021	1150	951	3146	3225
3032	1073	980	3140	971	862	3079	909	1096	1011
1096	3132	3167	3314	950	969	1172	916	3183	3227
2825	2971	748	2924	2878	2629	2873	2857	2995	799
2853	2990	769	2944	2884	2697	2893	2874	3014	819
2857	3005	808	2957	2915	709	2905	2827	3028	835
2871	3016	817	2967	2922	711	2916	2846	3038	845
2874	3023	812	2977	2933	682	2925	2892	3047	853
2883	3030	815	2984	2939	661	2932	2906	3054	859
2885	3037	831	2989	2950	725	2938	2894	3060	866
2889	3043	841	2995	2957	746	2943	2880	3066	873
2898	3047	849	3000	2958	752	2949	2868	3071	878
2906	3052	856	3004	2958	757	2953	2849	3076	883
2909	3057	851	3009	2965	737	2957	2910	3080	886
2910	3061	851	3012	2971	733	2961	2925	3084	889
2916	3064	857	3016	2972	740	2964	2921	3088	893
2917	3068	862	3019	2978	755	2967	2918	3091	896
2923	3071	869	3022	2978	765	2971	2902	3095	900
2927	3074	872	3025	2980	763	2974	2910	3098	902
2927	3077	872	3028	2985	764	2976	2921	3101	905
2930	3080	874	3030	2987	764	2979	2926	3104	907
2933	3084	877	3034	2993	768	2982	2932	3108	911
2937	3089	881	3038	2998	770	2986	2939	3113	915
2942	3094	884	3042	3001	769	2990	2947	3118	919
2946	3099	888	3046	3006	771	2994	2953	3123	923
2949	3104	894	3049	3011	784	2998	2949	3127	926
2952	3108	896	3053	3016	785	3001	2957	3132	930
2956	3113	898	3056	3020	782	3004	2966	3136	933
2958	3117	903	3059	3025	793	3007	2964	3141	936
2961	3121	907	3062	3029	801	3010	2961	3145	939
2964	3126	909	3064	3033	801	3012	2969	3150	941
2967	3133	911	3068	3040	800	3016	2982	3156	945
2972	3142	917	3073	3049	807	3020	2986	3166	949
2976	3153	921	3077	3060	813	3025	2996	3176	954
2980	3165	924	3081	3072	813	3029	3013	3188	958
2984	3179	930	3085	3085	820	3032	3021	3202	962
2988	3197	933	3089	3104	824	3036	3040	3221	965
2991	3226	937	3092	3132	827	3039	3069	3249	969
2994	3263	940	3096	3174	831	3043	1030	3287	972
2998	1240	943	3099	1143	832	3046	1097	1264	975
3002	1168	948	3104	1073	838	3050	1008	1191	980
3008	1136	954	3111	1041	842	3056	978	1160	986
3014	1120	960	3117	1024	849	3061	960	1144	992
3019	1110	965	3123	1013	852	3067	951	1133	997
3024	1102	971	3129	1005	858	3072	942	1125	1003
3030	1096	977	3135	998	862	3077	935	1119	1008
3035	1092	982	3141	993	867	3082	930	1115	1014
3040	1089	988	3148	988	872	3087	926	1111	1019
3046	1086	994	3154	984	876	3093	922	1109	1025
3051	1085	1000	3161	981	880	3098	920	1107	1030
3060	1083	1009	3172	977	887	3106	917	1105	1039
3072	1083	1023	3188	972	896	3118	913	1104	1052
3086	1086	1038	3207	969	906	3131	911	1106	1066
3103	1092	1056	3230	967	915	3145	911	1110	1083
3123	1102	1079	3260	965	926	3163	911	1117	1103
3155	1123	1113	3307	964	937	3186	913	1130	1129
3116	1103	1067	1294	963	950	3224	916	1158	1170
1169	3217	3231	1389	963	964	3257	921	1186	1204
1113	3150	3183	3344	963	981	1194	928	3207	3248
1091	3113	3180	3265	965	1020	1155	951	3153	3227
3053	1084	1002	3164	980	882	3100	919	1106	1032
3063	1083	1012	3176	976	889	3109	916	1104	1042
3067	1083	1017	3182	974	893	3113	914	1104	1047
3075	1083	1025	3191	971	897	3120	913	1104	1054
3079	1084	1030	3197	971	901	3124	912	1104	1059
3084	1085	1036	3204	969	904	3129	912	1105	1064
3087	1086	1039	3208	969	906	3131	911	1106	1067
1088	3108	3178	3252	965	1021	1150	951	3146	3225
3032	1073	980	3140	971	862	3079	909	1096	1011
1096	3132	3167	3314	950	969	1172	916	3183	3227
2825	2971	748	2924	2878	2629	2873	2857	2995	799
2853	2990	769	2944	2884	2697	2893	2874	3014	819
2857	3005	808	2957	2915	709	2905	2827	3028	835
2871	3016	817	2967	2922	711	2916	2846	3038	845
2874	3023	812	2977	2933	682	2925	2892	3047	853
2883	3030	815	2984	2939	661	2932	2906	3054	859
2885	3037	831	2989	2950	725	2938	2894	3060	866
2889	3043	841	2995	2957	746	2943	2880	3066	873
2898	3047	849	3000	2958	752	2949	2868	3071	878
2906	3052	856	3004	2958	757	2953	2849	3076	883
2909	3057	851	3009	2965	737	2957	2910	3080	886
2910	3061	851	3012	2971	733	2961	2925	3084	889
2916	3064	857	3016	2972	740	2964	2921	3088	893
2917	3068	862	3019	2978	755	2967	2918	3091	896
2923	3071	869	3022	2978	765	2971	2902	3095	900
2927	3074	872	3025	2980	763	2974	2910	3098	902
2927	3077	872	3028	2985	764	2976	2921	3101	905
2930	3080	874	3030	2987	764	2979	2926	3104	907
2933	3084	877	3034	2993	768	2982	2932	3108	911
2937	3089	881	3038	2998	770	2986	2939	3113	915
2942	3094	884	3042	3001	769	2990	2947	3118	919
2946	3099	888	3046	3006	771	2994	2953	3123	923
2949	3104	894	3049	3011	784	2998	2949	3127	926
2952	3108	896	3053	3016	785	3001	2957	3132	930
2956	3113	898	3056	3020	782	3004	2966	3136	933
2958	3117	903	3059	3025	793	3007	2964	3141	936
2961	3121	907	3062	3029	801	3010	2961	3145	939
2964	3126	909	3064	3033	801	3012	2969	3150	941
2967	3133	911	3068	3040	800	3016	2982	3156	945
2972	3142	917	3073	3049	807	3020	2986	3166	949
2976	3153	921	3077	3060	813	3025	2996	3176	954
2980	3165	924	3081	3072	813	3029	3013	3188	958
2984	3179	930	3085	3085	820	3032	3021	3202	962
2988	3197	933	3089	3104	824	3036	3040	3221	965
2991	3226	937	3092	3132	827	3039	3069	3249	969
2994	3263	940	3096	3174	831	3043	1030	3287	972
2998	1240	943	3099	1143	832	3046	1097	1264	975
3002	1168	948	3104	1073	838	3050	1008	1191	980
3008	1136	954	3111	1041	842	3056	978	1160	986
3014	1120	960	3117	1024	849	3061	960	1144	992
3019	1110	965	3123	1013	852	3067	951	1133	997
3024	1102	971	3129	1005	858	3072	942	1125	1003
3030	1096	977	3135	998	862	3077	935	1119	1008
3035	1092	982	3141	993	867	3082	930	1115	1014
3040	1089	988	3148	988	872	3087	926	1111	1019
3046	1086	994	3154	984	876	3093	922	1109	1025
3051	1085	1000	3161	981	880	3098	920	1107	1030
3060	1083	1009	3172	977	887	3106	917	1105	1039
3072	1083	1023	3188	972	896	3118	913	1104	1052
3086	1086	1038	3207	969	906	3131	911	1106	1066
3103	1092	1056	3230	967	915	3145	911	1110	1083
3123	1102	1079	3260	965	926	3163	911	1117	1103
3155	1123	1113	3307	964	937	3186	913	1130	1129
3116	1103	1067	1294	963	950	3224	916	1158	1170
1169	3217	3231	1389	963	964	3257	921	1186	1204
1113	3150	3183	3344	963	981	1194	928	3207	3248
1091	3113	3180	3265	965	1020	1155	951	3153	3227
3053	1084	1002	3164	980	882	3100	919	1106	1032
3063	1083	1012	3176	976	889	3109	916	1104	1042
3067	1083	1017	3182	974	893	3113	914	1104	1047
3075	1083	1025	3191	971	897	3120	913	1104	1054
3079	1084	1030	3197	971	901	3124	912	1104	1059
3084	1085	1036	3204	969	904	3129	912	1105	1064
3087	1086	1039	3208	969	906	3131	911	1106	1067
1088	3108	3178	3252	965	1021	1150	951	3146	3225
3032	1073	980	3140	971	862	3079	909	1096	1011
1096	3132	3167	3314	950	969	1172	916	3183	3227
2825	2971	748	2924	2878	2629	2873	2857	2995	799
2853	2990	769	2944	2884	2697	2893	2874	3014	819
2857	3005	808	2957	2915	709	2905	2827	3028	835
2871	3016	817	2967	2922	711	2916	2846	3038	845
2874	3023	812	2977	2933	682	2925	2892	3047	853
2883	3030	815	2984	2939	661	2932	2906	3054	859
2885	3037	831	2989	2950	725	2938	2894	3060	866
2889	3043	841	2995	2957	746	2943	2880	3066	873
2898	3047	849	3000	2958	752	2949	2868	3071	878
2906	3052	856	3004	2958	757	2953	2849	3076	883
2909	3057	851	3009	2965	737	2957	2910	3080	886
2910	3061	851	3012	2971	733	2961	2925	3084	889
